index,label,preprocessed_news
2081,fake,dilma pirou ira assinar decreto colocar mil detentas ruas ideia deixar criminosas perigosas pais soltas ruas aumentar disturbios provocar caos institucional prestes deixar poder desvarios dilma nao param informacao publicada coluna lauro jardim globo afirma dilma planeja proximo domingo dar indulto inedito dia maes presas todo brasil pais hoje cerca mil presas populacao carceraria feminina existem mulheres altissima periculosidade incluindo milhares homicidas assaltantes traficantes alguem colocar dilma camisa forca urgentemente
2082,fake,conchavo folha diz assim dilma cair michel temer ira procurar lula coluna painel folha informou michel temer deve procurar lula assim senado aprovar processo impeachment presidente dilma rousseff conversas reservadas temer disse contribuicao pt extrema importancia estabilizar novo governo peemedebista pmdb avaliou lula fundamental segurar pressao ruas nao pode dividir sociedade diz representante petistas carteirinha afirmam nao ha sentido apoiar possivel novo presidente temer nao precisara pt garantir governabilidade congresso aproximacao nao faria qualquer sentido diz dirigente petista
2083,fake,lula pode estar planejando fuga europa apos renuncia dilma luiz pixuleco lula silva resolveu abrir mao cargo ministro chefe casa civil afastamento dilma proximo dia renuncia programa acontecer proxima nomeacao lula cargo nao sentido assim dilma cair lula tambem iria cair caso posto casa civil michel temer daria pontape imediato traseiro petista deixando assim caminho livre juiz sergio moro encarcerar politico lula nao bobo bem assessorado sabe so duas opcoes foge pais pede asilo politico algum territorio comunista entrega justica passa resto vida jogando palitinho amigos petralhas carceragem pf curitiba caso permaneca territorio brasileiro dificilmente escapara umas ferias prolongadas capital paranaense pixuleco ainda pensa disputar eleicoes presidenciais pedido asilo ideal tempo pais serviria lula recarregar energias preparar campanha recheada mentiras tentar enganar povo brasileiro tempo equipe juridica encheria stf recursos inacabaveis futura volta petista pais fontes brasilia nao descartam ideia dizem lula podera fugir pais jatinho alguma empreiteira camarada apresentar europa possivelmente espanha luiz inacio podera unir util agradavel fugir sergio moro bolar plano diabolico
2084,fake,apos receber pedido prisao lula sergio moro manda desocupar celas curitiba gatunos sao cada vez arrepiados logo logo petralhada estara toda reunida instalacoes pf curitiba vara criminal sao paulo enviou ontem juiz sergio moro vara federal curitiba pedido prisao preventiva lula leia aqui ontem juiz sergio moro autorizou transferencia quatro presos lava jato carceragem pf encarcerados transferidos capital curitiba presidio pinhais tambem parana joao santana esposa monica moura gim argello empresario ronan maria pinto liberaram novas vagas serao preenchidas cupula pt coisa ja costume curitiba sergio moro esvazia cadeia pf porque novos hospedes poderao chegar qualquer momento breve hotel petista estara lotado novamente
2085,fake,senado parlamentar chama colega briga vamos la baixaria inicio agora pouco senador ronaldo caiado afirmou havia reportagem informando dilma iria destruir documentos apagar registros computadores governo antes ser afastada cargo inconformado fala caiado senador petista lindbergh farias disse senador oposicionista mentiroso propaga informacao falsa imagina crime senador caiado mentindo hora disse lindbergh caiado nao gostou fala xingou petista vamos falar la mer lindbergh retrucou senhor nao falando funcionarios fazendas sessao comissao impeachment interrompida senadores acalmassem
2086,fake,urgente vara criminal sp envia pedido prisao lula sergio moro denuncia contra lavagem dinheiro falsidade ideologica caso triplex guaruja informacao felipe frazao veja acordo publicacao vara criminal sao paulo enviou juiz sergio moro vara federal curitiba pedido prisao preventiva lula juiza entendeu crimes sao competencia federal podem estar relacionados esquema corrupcao petrobras sergio moro decidira aceita competencia acata pedido prisao acusacao formal
2087,fake,pt foro sp infiltram cnbb sao desmascarados alunos puc goias alunos puc goias desmascararam comunistas pregando golpe pt foro sao paulo promovido cnbb ajuda outras organizacoes crimi nosas revolucionarias grau infestacao comunistas dentro instituicoes catolicas religiosas brasil claro sinal pais ja sob regime ditadura castrista corajoso ato estudante questao sirva inspiracao desmascarar embusteiros apatridas buscam destruicao brasil america latina
2088,fake,thiago lacerda solta verbo artistas defendem pt nao perder boquinha lei rouanet ator thiago lacerda usou twitter disse tudo entalado garganta muitos brasileiros thiago ja manifestou outras vezes redes sociais maioria nao defendeu candidato b sempre disse pensa desta vez cobra fumou sobrou ate colegas profissao
2089,fake,cacador mortadelas temer ira desocupar mil cargos ocupados petistas michel temer manifestou intencao cortar verba organizacoes ligadas pt caso fato confirme temer sera aclamado cacador mortadelas alvos sao comissionados ate terceirizados governo sob indicacao politicos partido trabalhadores encomendado levantamento minucioso verdadeira multidao funcionarios contratados sob indicacao petista estao mira tambem gastos veiculos imoveis sim intencao somente corte toda petralhada enconstada tetas federais funcionarios informais pt governo economizara r bilhoes cerca mil petistas parasitas instalados governo estatais cairao junto presidenta
2090,fake,irresponsabilidade governo federal aeronautica desliga radares falta recursos informacao publicada site poder aereo segundo consta materia radares desativados falta recursos sistema controle espaco aereo brasileiro sisceab desligou nessa cinco radares meteorologicos minas gerais espirito santo rio janeiro sao paulo distrito federal segundo aeronautica aparelhos desativados temporariamente devido restricoes orcamentarias todo sisceab possui radares espalhados pais contato forca aerea brasileira fab ressaltou radares sao ferramentas complementares captacao informacoes meteorologicas acordo fab equipamentos questao nao sao utilizados controle trafego aereo sisceab conta outras fontes informacao previsoes climaticas imagens satelite estacoes meteorologicas superficie informa aeronautica
2091,fake,nome aparecer teori corno moro picareta janot ladrao cid gomes ceara irmao politico ciro gomes disse caso nome apareca operacao lava jato teori zavascki ministro stf corno rodrigo janot pgr ladrao durante comemoracao ceara cid disparou metralhadora consciencia tranquila posso falar mal ministro teori zavascki ministro senhor corno nessa operacao veja bem tanta seguranca nao nisso ministro teori corno janot ladrao juiz sergio moro picareta afirmou gomes serio quero terminar dias dignidade nao fiz fortuna roubasse recursos ja sob gestao longo vida patrimonio menos r milhoes calculou
2092,fake,aumento enganacao dilma crime responsabilidade eduardo cunha disse reajuste bolsa familia irresponsabilidade fiscal presidente dilma dilma insiste manipulacao propaganda enganosa ulltimo aumento dado vespera eleicoes considerar inflacao so agora anuncia novo reajuste povo nao bobo aumentara rombo contas publicas governo tera deficit r bilhoes aumentar bolsa familia agora irresponsabilidade enganacao governo acoes dilma sao desespero fim festa nao sao bondades sao maldades populacao porque deficit consequencias paga sao todos contribuintes disse cunha
2093,fake,casal agredido cuspidor oficial pt manifesta domingao faustao casal levou cuspida ator jose abreu restaurante japones zona sul sao paulo manifestou primeira vez atraves comunicado nota lida programa domingao faustao hoje ana claudia tiago disseram recebendo diversos pedidos entrevista manter privacidade seguranca familia preferiram escrever comunicado imprensa casal disse agredido covardemente vitimas momento descontrole jose abreu nenhuma conviccao politica justificaria atitude repugnante acao incompativel sociedade seculo xxi escreveu casal abaixo video baixaria ator petista restaurante
2094,fake,escritorio deputado alvo atentado porto alegre video flagrou petistas incendiarios alvo sede partido dem democratas porto alegre onde tambem funciona escritorio politico deputado federal onyx lorenzoni coqueteis molotov lancados contra imovel porem fogo nao alastrou denuncia anonima feita radio guaiba deputado lorenzoni disse agressao politica qualquer lado ato extremismo desespero ha anos acomodado vai perder poder alegou onix declarou ter total conviccao postura politica garantiu nao intimidar acao autores ataque ja estao sendo identificados imagens circuito interno serao encaminhadas investigacao policia federal repare segundos video simpatizantes dilma abaixa meio rua preparar artefato exatos segundos meliantes lancam coquetel contra sede partido
2095,fake,reale junior pt nao vitima golpe pt tentando dar golpe nunca vi crime tantas digitais disse jurista senado federal hoje jurista miguel reale junior deixou senador lindbergh falar vontade lindinho falou falou nao disse nada reale junior respondeu toda calma sabedoria nao possivel cometa delito tantas provas evidentes crime responsabilidade punicao forma golpe dilma lula pt estao tentando dar golpe pais
2096,fake,neta rico pais flagrada furtando shopping jovem maria gabriela mendonca lyra anos parar noticiario policial gabriela presa flagrante furtar roupas shopping luxo capital paulista jovem saiu loja animale shopping jk iguatemi duas vendedoras deram falta itens mostruario desconfiadas atras praca alimentacao shopping gabriela flagrada duas pecas dentro bolsa vestido couro branco blusa trico preta avaliadas r mil furtadas blogueira gabriela passou mal encaminhada hospital sirio libanes sabe presa apos atendimento medico jovem encaminhada dp morumbi onde ocupou cela especial gabriela possui formacao superior jornalismo delegacia familiares alegaram moca sofre grave depressao toma remedios tarja preta controlar doenca jornalista neta usineiro alagoano joao lyra ja considerado deputado federal rico brasil sobrinha thereza collor namorada filho ciro gomes
2097,fake,pt piada pronta senador tenta defender dilma pedaladas acaba complicando lula lindbergh farias lindinho tentou defender dilma pedaladas fiscais usando argumento ate crianca anos usaria argumento nobre petista agora noite senado seguinte dilma nao errada quer prova disso lula tambem assinou decretos suplementares durante fala senador lindbergh desfez conceituado jurista sorriu sarcasmo ainda tentou defender indefensavel pior acabou colocando lula saco dilma cometeu crimes lula tambem
2098,fake,jornalista americano diz governo dilma patrocina atos vandalismo mst jornalista new york times publicou rede social nota sobre protestos mtst estao ocorrendo hoje pais grupos ligados mtst decidiram protestar grande parte pais manha hoje manifestantes estao bloqueando vias principais cidades brasileiras ateando fogo pneus leia aqui postagem jornalista ja correndo mundo faz analise coerente sobre atos vandalismo mtst praticando principais capitais brasil confira trecho qualquer pais governo saiba manter ordem nao pode tolerar tipo abuso cidadaos bem estao sendo prejudicados grupos movimentos sociais policia deveria agir nesses tipos manifestacoes transito sendo prejudicado pessoas estao atrasando trabalho motoristas correm risco causar serios acidentes acordo fontes tais movimentos sao patrocinados proprio governo presidente rousseff sofre maior rejeicao historia brasil grandes chances ser afastada cargo
2099,fake,algum juiz ameacar prender lula vamos pra cima visando concorrer cargo presidente republica proximas eleicoes lider grupo mtst decidiu partir pra cima judiciario lado condenado boulos chamou sergio moro xerifinho safado curitiba disse desembargadores sao anoes morais anoes juridicos terminar discurso odio boulos gritou microfone nao vao prender lula po nenhuma vamos cima guilherme boulos cidadao instruido formou filosofia especializacao psicanalise favor nao confundir instrucao inteligencia vem familia classe media alta verdade altissima teto nao nada ja trabalhou tambem ops esquecemos trabalhar nao forte prestem muita atencao frase abaixo sonho desse cidadao assumir lideranca esquerda baderneira fara tudo inclusive livrar lula
2100,fake,ultimas horas dilma planalto ira destruir documentos apagar rastros computadores presidente dilma rousseff ja jogou toalha fara terrorismo politico ultimas horas cargo palacio planalto quer destruir documentos limpar arquivos digitais alem ofensiva descrita acima dilma tambem ira anunciar maior quantidade possivel medidas populistas antes michel temer assuma governo informou agencia noticias reuters afastamento presidenta ja pode ser considerado fato planalto cupula pt anunciaram nao farao qualquer tipo transicao governo irao destruir documentos apagar memoria computadores anunciar aumentos bilionarios bolsas acordo nota jornal estado ordem planalto deixar terra arrasada michel temer confira parte materia nada informacoes sobre atual administracao serao repassadas proximo presidente tambem destruicao documentos memoria computadores planeja grande aumento bolsa familia outras bolsas forcaria temer cancelar reajustes pagando alto desgaste politico inviabilizar governo so aumento bolsa familia planejado dilma custaria r bilhao pt quer destruir todo qualquer rastro sujeira evitar proximo presidente desmascare toda farsa pais viveu nesses ultimos anos nao dilma nao adianta apagar computadores novo presidente chegar palacio planalto tecnicos especializados pf irao restaurar todo qualquer conteudo sujo existe nesses computadores colocarao cupula milionaria pt atras grades
2101,fake,crime mtst pratica vandalismo sao paulo coloca vida motoristas risco inves ajudar construir pais melhor ideias projetos grupo armado lula dilma prefere praticar vandalismo grupo ligado mtst decidiu protestar sao paulo jogando pneus ruas ateando fogo seguida ato irresponsavel colocando risco vida motoristas trafegam locais enquanto bando age troca r pao mortadela cabecas quadrilha petista estao cada vez ricos apartamentos luxuosos video abaixo possivel ver momento exato bando interrompe parte rodovia regis bittencourt
2102,fake,autora impeachment pedaladas fiscais sao maior fraude ja vi vida dra janaina paschoal sobre pedaladas fiscais senado ja comecou avisando nao aqui pra fazer bonito pra partido nenhum aqui pra falar sobre denuncia pedaladas fiscais sao maior fraude vi vida faz anos advogo crime nunca vi nada igual debito r bilhoes
2103,fake,planalto gabinete dilma quebradeira copos jarras cadeiras apos saber detalhes acordo delacao premiada proposto odebrecht operacao lava jato presidente dilma sentiu patricia carvalho informacoes portal manchette delacao tambem inclui grupo marcelo odebrecht dilma entrou colapso nervoso precisou ser socorrida assessores inutilmente tentaram acalmar presidenta correria chamou atencao segurancas local assessor apressou alegou presidente simples queda pressao provocada desjejum meio desconcertado tal assessor nao soube explicar seguranca planalto motivo jarras copos quebrados alem cadeiras viradas sala acordo delacao executivos odebrecht somado depoimento delacao ja firmado monica moura esposa marqueteiro joao santana podera significar enterro politico dilma pt joao santana monica moura pagos odebrecht dinheiro roubado petrobras outras obras gerenciadas governo federal assessores proximos presidenta ainda tentam dizem batalha ainda nao acabou
2104,fake,vereador pt flagrado navegando site adulto durante sessao camara municipal vereador adivinhem partido flagrado navegando site conteudo adulto plena sessao camara municipal florianopolis imagem divulgada redes sociais durante dia hoje vereador lino peres pt disse virus kkkkkkk causou fato politico disse ja fez boletim ocorrencia aguarda providencias legais tomadas assessoria perez informou vereador nao sabe site conteudo maiores anos apareceu computador foto divulgada nao fonte tipo atitude compromete imagem institucional camara municipal florianopolis fato comportamento nao condiz historico vereador lino peres conhecido ilibada atuacao primeiro mandato camara informa comunicado realmente policia precisa prender tal virus quanto antes possivel
2105,fake,jenio lula reinventa historia brasil mata tiradentes crucificado nunca antes historia desse pais falou tanta asneira lado rui falcao presidente pt lider cut vagner freitas presidente une lula comparou sofrimento simpatizantes pt sofrimento jesus cristo voce acha parou ai claro nao lula continuou comedy apos comparar petistas jesus cristo eis soltou perola ano chefe petralhada afirmou tiradentes crucificado obs tiradentes enforcado confira video abaixo
2106,fake,lista compras dilma adenosina lidocaina midazolam quetiapina amoxicilina situacao economica pais frangalhos jeito saude alta cupula governo federal tambem esvaindo site contas abertas noticiou secretaria administracao presidencia republica reservou r mil compra diversos tipos medicamentos ampolas adenosina usado taquicardia frascos lidocaina anestesico ampolas midazolam usado sedacao insonia comprimidos quetiapina antipsicotico comprimidos amoxicilina antibiotico bacterias mil ampolas agua destilada sera entupindo remedios hum ja pra imaginar
2107,fake,degradacao parana petistas enviam cartas fezes deputados psdb pt continua mostrando verdadeira face apos porqueira protagonizada atores politicos pt cuspiram pessoas contrarias ideologia petralha leia aqui deputados assembleia legislativa parana receberam podemos chamar ultimo grau degradacao ser humano pode chegar bancada aliada governo estado pertencente psdb receberam cartas fezes assembleia parana disse material sendo encaminhado policia civil futura identificacao autores praticaram ato vandalismo foto cartas abaixo publicada blog tupan
2108,fake,ja provas prender lula proprio stf podera decretar prisao petista ricardo noblat publicou hoje coluna globo lula podera ser preso qualquer momento jornalista afirma artigo ministerio publico ja levantou provas envolvimento lula crimes operacao ja dispoe indicios provas suficientes prender lula obstrucao justica ocultacao bens nomes terceiros recebimento dinheiro palestras nao fez acordo noblat apenas questao tecnica separa lula cadeia tanto stf quanto juiz sergio moro poderao determinar prisao lula so nao preso ainda porque supremo tribunal federal avocou responsabilidade decidir futuro vez dilma havia nomeado ministro breve pode mandar deixar juiz sergio moro faca
2109,fake,internauta escreve sobre cinismo hipocrisia mundo politico texto viraliza web post publicado facebook michel siekierski viralizando internet mostra mundo politico manipula eleitores michel aborda modo certeiro hipocrisia cinismo ha figuroes politica brasileira confira abaixo reproducao integra eduardo cunha deputado federal desde voce nunca ouvido petista sequer falar mal ate ano passado resolveu sair base aliada michel temer fala tao aliado escolhido integrar chapa partidao vice quantos amigos petistas criticavam temer antes renan calheiros possui inqueritos abertos contra si eduardo cunha ainda aliado entao pro amigo petista ta tudo certo paulo maluf dispensa apresentacoes tambem compunha base aliada contra impeachment ate semana passada tirou foto lado lula haddad apoiando candidatura deste ultimo prefeitura sao paulo nao lembro petistas deixando apoiar haddad disso alem citados acima tal base aliada tambem contava figuroes sarney collor jader barbalho ate gilberto kassab todos convertidos demonios santos assim fecharam partidao ja caso marta suplicy delcidio amaral inverso falam democracia apoiam financiam ditaduras mundo inteiro falam respeito constituicao nao subscreveram falam coalizao opuseram itamar assumiu lugar collor falam impeachment golpe clamaram sempre perderam eleicoes passado enchem boca pra falar presidente eleita democraticamente membros congresso tambem nao sido poderia continuar alguns paragrafos porque incoerencias nao faltam voces ja entenderam ponto fiquem atentos construcoes narrativas todo mimimi nao passa cinismo cabo rabo nao caiam nessa conversa mole nao trouxas
2110,fake,ciro gomes ataca bolsonaro doria dilma lula ciro gomes deu entrevista bombastica dentre presidencia brasil eleicoes nao poupou nenhum principais concorrentes mostrou debates sera provocativos presidenciaveis presidencia ciro gomes entrevistado nesta programa panico radio jovem pan nao poupou criticas tres possiveis concorrentes eleicoes luiz inacio lula silva pt jair bolsonaro psc joao doria psdb alem dilma rouseff pt inicio entrevista hora duracao presidenciavel defende fim polarizacao brasileiros problemas possam ser superados brasil nao pode cair esparrela aceitar falsa divisao coxinha mortadela discutir futuro gente transformar embate hoje nesse odio paixao redor lula brasil nao sai onde ser questionado integrantes bancada sobre ovada recebida prefeito sao paulo joao doria psdb durante visita salvador ciro disse atitude manifestante nao normal civilizada aproveitou criticar paulista doria posicao prefeito sao paulo aperfeicoa tragedia brasileira porque politico nao nada cabeca le pesquisa assessoria marquetagem comercial marqueteiro dizendo ta todo mundo puto politicos entao todo mundo quer alguem resolva problemas entao gestor ta todo mundo zangadissimo esculhambacao pt entao grosseiro nao resolve nada dilma ciro afirmou ter considerado processo impeachment golpe nao quer dizer aprovasse governo petista falar mal governo dilma coisa quase covarde porque governo desastrado corrupta nao tanto sequer acusada golpe porque governo corrupto voce provar funcionalmente crime responsabilidade dolosamente cometido titular nao aconteceu vou ser presidente brasil ninguem vai derrubar protocolos formais dilma deixou imolar porque nao ramo lula durante brincadeira integrantes programa sobre melhor escolha caso segundo turno lula bolsonaro ciro respondeu tapo nariz voto lula outro momento entrevista diz lula entregou furnas federal eduardo cunha razao popularidade brincou deus escolher michel temer pmdb vice dilma rousseff chapa presidencial bolsonaro embora ciro reforcado longo entrevista respeita boa relacao jair bolsonaro diz considerar deputado personagem opiniao prestando bom servico pais neste momento destruindo fraude psdb representa tirou todo eleitorado direita reativo xenofobo racista elitista etc existe pais votava escondido armario psdb entao prejuizo causando psdb mortal problema psdb ciro entanto antes ter pretensao chegar palacio planalto bolsonaro deveria tentar ser prefeito rio experiencia popularidade deve fato ter respostas duas grandes questoes brasileiros ainda toscamente corrupcao violencia cara chega ali presidencia republica deixando povo acreditar falando bandido bom bandido morto ladroeira vai acabar porque governo nao mentira despreparo
2111,fake,assalto casa governador sp dilma estela wanda luiza ajudou planejar noite chegando duas camionetes estacionaram ladeira bairro santa tereza rio armados revolveres granadas homens duas jovens desembarcaram movimentos rapidos invadiram casarao onde morava ana benchimol capriglione amante paulista adhemar barros famoso bordao rouba faz hora crepusculo julho comecava maior assalto praticado durante ditadura militar grupos partidarios luta armada domitila becker via augusto nunes veja disfarcados policiais caca documentos considerados subversivos invasores espalharam mansao enquanto alguns subiam segundo andar localizar cofre outros imobilizaram moradores empregados furaram pneus carros estacionados garagem cortaram linhas telefonicas operacao durou exatamente minutos enriqueceu us milhoes cerca r milhoes valores atuais organizacao comunista ativos militantes universitaria mineira dilma rousseff gente achava golpe ia ser grande nao nocao tamanho disse dilma entrevista publicada cofre quilos rolou escadaria marmore colocado camionetes levado ate aparelho termo identifica enderecos onde moravam reuniam partidarios luta armada jacarepagua ali uso macaricos arrombamento cofre previamente inundado evitar dinheiro queimasse cedulas secaram estendidas varais expostas ventiladores parte fortuna sao paulo informacao sob guarda amante transmitida gustavo buarque schiller sobrinho ana benchimol acabara organizacao participantes acao carlos minc deputado estadual meio ambiente governo lula carlos franklin paixao araujo segundo marido pai unica filha dilma vana rousseff linhares estela wanda marina maria lucia luiza embora ajudado planejar todos assaltos grupo dilma nao figurou invasores casarao providenciou armamento guardou dinheiro ajudou distribuir produto roubo assalto concebido evitar falencia financeira fruto fusao vanguarda popular revolucionaria vpr liderada carlos lamarca comando libertacao nacional colina onde dilma debutou luta armada anos convite primeiro marido jornalista galeno magalhaes linhares colina poucas organizacoes fazer pregacao explicita terrorismo escreveu historiador jacob gorender preso dilma presidio tiradentes sao paulo destino us milhoes permanece envolto misterio versoes difundidas garante varios militantes receberam us cada emergencias cerca us milhao consumido aquisicao armas carros pagamento aluguel aparelhos compra areas adestramento guerrilheiros embaixador argelia brasil hafif keramane contemplado us milhao continuar fazendo ponta militantes exilados outros us mil depositados contas secretas suica posteriormente divididos remanescentes livro ditadura escancarada jornalista elio gaspari informa cofre adhemar permitiu parte cupula deixasse vagar pequenas casas suburbio instalasse chacara jacarepagua equipada carro estrangeiro falso motorista fortuna precipitou desuniao tres meses lucrativa acao desde inicio luta armada rachada meio carlos araujo dilma juntaram companheiros vanguarda armada revolucionaria var liderada antonio espinosa militantes fieis lamarca ressuscitaram vpr consumada ruptura dilma encarregada encontrar sao paulo abrigo seguro arsenal var nesse tempo mulher carlos araujo dividiu quarto pensao maria celeste martins avenida celso garcia zona leste banheiro coletivo acomodacoes bastante precarias celeste entramos balde contou dilma entrevista revista piaui abril lembro bem balde porque municao armas enrolamos cobertor levamos tudo pensao colocamos embaixo cama tanta coisa cama ficava alta dificuldade duas dormirmos ali desconfortavel continua fuzis automaticos leves sobrado todos la metralhadora bomba plastica contando hoje parece comigo presa inicio documentos falsos armas fogo dilma ficou tres anos cadeia historia outros participantes roubo resgatada grupo tortura nunca joao domingos silva morreu setembro submetido sucessivas sessoes tortura abril ano seguinte carro dirigia cercado policia juarez guimaraes brito tiro cabeca gustavo buarque schiller edificio copacabana setembro ana capriglione herdeiros governador nunca reivindicaram milhoes furtados descendentes guardia fortuna continuam jurando cofre vazio
2112,fake,dilma vai eua chorar pitangas enquanto futuro presidente assume pais presidente dilma pt viaja amanha estados unidos participara assinatura acordo paris coordenado onu nova iorque atual vice futuro presidente michel temer pmdb assumira presidencia republica interinamente dilma retornara brasilia sabado real motivo viagem dilma eua presidenta ira chorar pitangas cupula onu petista quer aproveitar encontro ny denunciar mundo sofrendo golpe contar mentiras sempre assim fez brasileiros durante ultima campanha
2113,fake,stf libera investigacao dilma lula temer estao mira delacoes feitas senador delcidio amaral inquerito principal lava jato investiga relacao politicos formacao organizacao criminosa atuado esquema corrupcao petrobras decisao ministro teori assinada nesta ontem resposta pedido pgr rodrigo janot
2114,fake,governo ministerio foro privilegiado passo cadeia lula praticamente levou zero chances tornar ministro obter foro privilegiado derrota presidente dilma rousseff votacao impeachment camara ontem camara representa derrota politica lula dilma sera afastada dias luiz inacio lula silva passa ser cidadao comum podera responder crimes cometidos la republica curitiba sergio moro podera mandar qualquer momento jeito sobram motivos delacao recente andrade gutierrez otavio marques azevedo disse lula intercedeu favor empresa disputa contrato venezuela acordo executivo lula nao recebeu propinas diretamente porem logo apos intervencao andrade gutierrez acabou vencendo concorrente italiano disputa ainda acordo delacao pt joao vaccari neto exigiu valor total contrato
2115,fake,ator cuspiu casal diz ato homenagem jean wyllys nunca cuspi ninguem nunca briguei ninguem nao processo durante participacao quadro arquivo confidencial domingao faustao ator petista doente jose abreu disse nao arrepende ter cuspido casal abreu restaurante sao paulo cuspiu homem mulher ali jantavam ultimo fim semana incidente motivado diferencas politicas nobre global dedicou ato porco deputado jean wyllys abreu disse casal mesa lado chamou vagabundo ofendeu mulher disseram bolsa mulher comprada dinheiro povo atraves lei rouanet pensei derrubar mesas perto consegui segurar contou leia tambem
2116,fake,mesma lengalenga sempre lula discursa sp diz pt tirou milhoes pobreza lula discursou manha hoje sao paulo repetiu mesma ladainha vem dizendo ha anos pt nao cansa contar vantagem sobre feitos nao existem evento organizado partido sobre democracia justica social lula repetiu mesma chorumela sempre dizendo libertou milhoes pessoas extrema pobreza somente politicas fabulosas dilma ja deixaram milhoes pessoas desempregadas lula dilma ja deixaram ser caso policia partir agora solucao dois tera ser terapia psiquiatrica longo prazo ambos ja estao delirando
2117,fake,frota manda recado jose abreu covarde babaca escroto vem cuspir mim alexandre frota comprou briga midia dessa vez treta cuspidor oficial pt jose abreu video publicado redes sociais frota comenta cusparada dada ator jose abreu casal mesa restaurante japones ze feio voce cuspiu cara pai familia mae familia pergunto pra voce voce acha agiu certo frota faz desafio ze to louco pra encontrar contigo irmao vou dar cara pra voce cuspir ze duvido voce cuspir tomara voce cuspa ze vou rezar pra voce cuspir ta bom recado pra dar pra voce confira video
2118,fake,frances le figaro faz materia sobre dilma autoritaria incapaz ineficaz jornal frances le figaro publicou perfil presidente dilma edicao ontem editorial aponta possiveis causas chama queda final estaria proxima apos votacao impeachment camara titulo tornou presidente autoritaria materia diz dilma revelou ser autoritaria inflexivel incapaz delegar funcoes portanto ineficaz dilma nao conseguiu agradar esquerda ignorar movimentos sociais permitir construcao hidreletrica belo monte reduzir investimentos sociais causa recessao economica diz artigo
2119,fake,bc tesouro nacional quebrado cef petrobras estao quase arminio avaliou tesouro nacional quebrado assim maior parte estados jantar michel temer noite ontem arminio fraga banco central disse futuro presidente republica tesouro nacional quebrado arminio recusou convite temer ocupar cargo ministro fazenda porem disse fara alcance inclusive abrir portas mercado internacional relacao bancos bc disse situacao caixa economica federal preocupante assim situacao petrobras tambem cuidado total arminio sugere temer tera dar choque credibilidade economia anunciando governo austero responsavel parte fiscal comprometido estabilidade financeira temer faz repetira fracasso gestao dilma colocou brasil pior recessao toda historia pais patricia carvalho informacoes correio braziliense
2120,fake,fim personagens criados joao santana lula dilma nunca governaram brasil lula dilma sao iguais sucesso cartunista mauricio souza monica cebolinha patricia carvalho brasilia diario brasil ambos sao produtos criados periodos extrema produtividade marqueteiro joao santana nao julgo aqui merito marqueteiro recebeu nao dinheiro oriundo propina ja assunto outro texto voltando politicos acima citados sao frutos furtos momento brilhantismo ilustre marqueteiro petista sucesso cartunista mauricio souza monica cebolinha personagens mauricio so vida mao autor tras cada episodio gibi coincidencia nao ai tanto mauricio quanto joao santana criaram casais algumas parecencas lula assim cebolinha dificuldades pronunciar palavras ja monica assim dilma durona brigona agressiva claro semelhancas param ai monica cebolinha jamais roubariam alguem santana nao ha lula dilma brasil nunca governado brasil conduzido durante todo periodo governabilidade petista ninguem menos joao santana basta ver acontecendo agora bastou marqueteiro ser trancafiado juiz sergio moro personagens morreram sozinhos sao extremamente desastrados incapazes so falam besteiras so agem impulso nao sao carismaticos nao sabem autopromover pior estao mostrando todos brasileiros meros fantoches maos bem sucedido publicitario encerrar quero parabenizar ilustre marqueteiro ter feito trabalho tao digno conseguiu enganar quase milhoes pessoas anos agradecer tambem nobre juiz sergio moro ter trancafiado pai personagens so existiram mundo encantado criado joao santana sair cadeia joao poderia enviar curriculo rede globo daria otimo autor novelas ate poderia comecar proprio gibi aventuras dilma lula
2121,fake,guerra cuspe video mostra filho bolsonaro revidando cuspindo jean wyllys
2122,fake,audio vazado whatsapp diz gilmar recebeu mala grande conceder habeas corpus audio estarrecedor circulando internet juiz eleitoral mandou prender rj anthony garotinho diz ministro gilmar mendes recebido mala grande audio suposta voz juiz eleitoral glaucenir oliveira mandou prender forma polemica rio janeiro vazado atraves grupo aplicativo whatsapp mensagem voz supostamente magistrado acusa ministro stf presidente tse gilmar mendes ter recebido dinheiro conceder habeas corpus fato ocorreu ultima gilmar soltou garotinho justificou nao havia qualquer elemento justificasse prisao preventiva acesso pessoas estao meio vendendo peixe conforme comprei diz quantia alta mala grande nao vergonha cara diz voz gravacao oficialmente juiz eleitoral ainda nao manifestou ja tse divulgou nota dizendo ministro gilmar mendes ordenou investigacao imediata audio ministro stf presidente tse gilmar mendes solicitou providencias corregedor nacional justica pf instauracao inquerito sobre audio circulou hoje redes sociais sao feitas graves acusacoes caluniosas pessoa recentes decisoes tomadas gilmar mendes reitera decisoes sao pautadas respeito leis constituicao federal
2123,fake,oab quer cassar bolsonaro ora va pt vive homenageando sanguinarios esquerda bolsonaro infeliz exagerou sim presidente disse seccional ira acionar stf pedir cassacao mandato deputado federal jair bolsonaro durante votacao processo impeachment presidente dilma rousseff pt bolsonaro prestou homenagem coronel acusado tortura durante ditadura militar declaracao considerada apologia tortura orgao infelicidade deputado porque pau bate chico tambem nao bate francisco brasil petistas permitido homenagear livremente ditadores assassinos todos tipos psicopatas desde esquerda viva fidel maduro cuba venezuela coreia norte memoria marighela lamarca che quanta hipocrisia ahhhh cuspir cara deputados tambem pode
